id,Title,Content,Permalink,_filled,_featured,_job_hours,_company_avatar,_company_facebook,_company_twitter,_company_googleplus,_company_linkedin,_company_instagram,_company_github,_company_pinterest,_claimed,geolocation_lat,geolocation_long,geolocation_formatted_address,geolocation_street_number,geolocation_street,geolocation_city,geolocation_state_short,geolocation_state_long,geolocation_postcode,geolocation_country_short,geolocation_country_long,geolocated,_job_location,_application,_company_website,_company_video,_job_expires,_phone,_gallery_images,_gallery,_job_author,_products,geolocation_map_lock_status,indica,_indica,hybrid,_hybrid,topicals,_topicals,edibles,_edibles,accessories,_accessories,_bubble_hash,vape_cart,_vape_cart,first_time_patient,_first_time_patient,coupons,_coupons,sativa,_sativa,bho,_bho,co2,_co2,rosin,_rosin,bubble_hash,_wp_old_slug,_average_rating,rating,_submitting_key,_job_title,_job_description,_featured_image,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Business Regions","Business Categories","Business Tags"
10984,"420Recs.com- Inglewood (100% Online)",,http://kushy.net/business/420recs-com-inglewood-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Inglewood,,,,,,,"420recs.com, Inglewood, CA 90302",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,10985,square_420recs_new.png,,,,"United States>California>Inglewood / Hawthorne / Crenshaw / Leimert Park","MMJ Doctors",
10986,Heally-Online,,http://kushy.net/business/heally-online-10/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,"Paso Robles",,,,,,,"Visit www.heally420.com, Paso Robles, CA 93446",,,,,"(650) 300-4334",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,10987,square_IMG_0583.JPG,,,,"United States>California","MMJ Doctors",
10990,"420Recs.com-Pasadena (100% Online)",,http://kushy.net/business/420recs-com-pasadena-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Pasadena,,,,,,,"420recs.com, Pasadena, CA 91107",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,10991,square_420recs_new.png,,,,"United States>California>Pasadena","MMJ Doctors",
10992,"Vallejo 420 Evaluations",,http://kushy.net/business/vallejo-420-evaluations/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_vallejo420md1.jpg,,,,,,,,,38.1102004,-122.2518296,"630 Tennessee St #2, Vallejo, CA 94590, USA",630,"Tennessee Street",Vallejo,CA,California,94590,US,"United States",1,"630 TENNESSEE ST Unit #2, Vallejo, Ca 94590",,,,,(707)644-1667,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_vallejo420md1.jpg,square_vallejo420md1.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_vallejo420md1.jpg,10993,square_vallejo420md1.jpg,,,,"United States>California>Vallejo","MMJ Doctors",
10996,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-8/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,,,,,,,,,,,,,,Hollywood,,,,,,,"Visit riseupmd.com, Hollywood, CA 90029",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,square_riseupmd-logo-square3.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,10997,square_riseupmd-logo-square3.png,,,,"United States>California>Hollywood","MMJ Doctors",
10998,420EvaluationsOnline-Sacramento,,http://kushy.net/business/420evaluationsonline-sacramento/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,Sacramento,,,,,,,"420evaluationsonline.com, Sacramento, CA 94237",,,,,"(949) 336-2607",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,10999,square_1__2_.png,,,,"United States>California>Sacramento","MMJ Doctors",
11000,"Delta 9 Herbal Evaluations",,http://kushy.net/business/delta-9-herbal-evaluations/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_DELTA.jpg,,,,,,,,,34.0341482,-118.2656477,"1753 Hill St, Los Angeles, CA 90015, USA",1753,"Hill Street","Los Angeles",CA,California,90015,US,"United States",1,"1753 S Hill St #4, Los Angeles, CA 90015",,,,,213-749-1700,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_DELTA.jpg,square_DELTA.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_DELTA.jpg,11001,square_DELTA.jpg,,,,"United States>California","MMJ Doctors",
11004,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-9/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.png,,,,,,,,,,,,,,Torrance,,,,,,,"Visit riseupmd.com, Torrance, CA 90501",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.png,square_riseupmd_logo.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd_logo.png,11005,square_riseupmd_logo.png,,,,"United States>California>Torrance","MMJ Doctors",
11006,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-10/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,,,,,,,,,,,,,,"South LA",,,,,,,"Visit riseupmd.com, South LA, CA 90001",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,square_riseupmd-logo-square3.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,11007,square_riseupmd-logo-square3.png,,,,"United States>California","MMJ Doctors",
11008,"Releaf Wellness-Riverside",,http://kushy.net/business/releaf-wellness-riverside/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_RELEAF1615.jpg,,,,,,,,,33.9429183,-117.3924933,"6833 Indiana Ave #102, Riverside, CA 92506, USA",6833,"Indiana Avenue",Riverside,CA,California,92506,US,"United States",1,"6833 Indiana Ave Suite 102, Riverside, CA 92506",,,,,657-251-8032,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_RELEAF1615.jpg,square_RELEAF1615.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_RELEAF1615.jpg,11009,square_RELEAF1615.jpg,,,,"United States>California>Riverside","MMJ Doctors",
11010,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-11/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,,,,,,,,,,,,,,"San Diego",,,,,,,"Visit riseupmd.com, San Diego, CA 92107",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,square_riseupmd_logo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,11011,square_riseupmd_logo.jpg,,,,"United States>California","MMJ Doctors",
11012,Heally-Online,,http://kushy.net/business/heally-online-11/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,"Chula Vista",,,,,,,"Visit www.heally420.com, Chula Vista, CA 91909",,,,,"(650) 300-4334",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11013,square_IMG_0583.JPG,,,,"United States>California>Chula Vista / National City|United States>California>Vista","MMJ Doctors",
11016,"Hemet 420 Evaluations",,http://kushy.net/business/hemet-420-evaluations/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_downloadmmj.jpg,,,,,,,,,33.747286,-116.963882,"801 E Florida Ave b, Hemet, CA 92543, USA",801,"East Florida Avenue",Hemet,CA,California,92543,US,"United States",1,"801 E Florida Suite B, Hemet, CA 92543",,,,,951-282-5890,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_downloadmmj.jpg,square_downloadmmj.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_downloadmmj.jpg,11017,square_downloadmmj.jpg,,,,"United States>California>Hemet","MMJ Doctors",
11018,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-12/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,,,,,,,,,,,,,,"Long Beach",,,,,,,"Visit riseupmd.com, Long Beach, CA 90802",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,square_riseupmd-logo-square3.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd-logo-square3.png,11019,square_riseupmd-logo-square3.png,,,,"United States>California","MMJ Doctors",
11020,Heally-Online,,http://kushy.net/business/heally-online-12/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,Antioch,,,,,,,"Visit www.heally420.com, Antioch, CA 94509",,,,,"(650) 300-4334",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11021,square_IMG_0583.JPG,,,,"United States>California>Antioch","MMJ Doctors",
11022,Heally-Online,,http://kushy.net/business/heally-online-13/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,"San Gabriel Valley",,,,,,,"Visit www.heally420.com, San Gabriel Valley, CA 91775",,,,,650-300-4334,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11023,square_IMG_0583.JPG,,,,"United States>California","MMJ Doctors",
11024,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-13/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.png,,,,,,,,,,,,,,Berkeley,,,,,,,"Visit riseupmd.com, Berkeley, CA 94703",,,,,"Go to riseupmd.com",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.png,square_riseupmd_logo.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd_logo.png,11025,square_riseupmd_logo.png,,,,"United States>California>Berkeley","MMJ Doctors",
11028,Heally-Online,,http://kushy.net/business/heally-online-14/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,Ventura,,,,,,,"Visit www.heally420.com, Ventura, CA 93001",,,,,650-300-4334,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11029,square_IMG_0583.JPG,,,,"United States>California>Ventura","MMJ Doctors",
11032,Heally-Online,,http://kushy.net/business/heally-online-15/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,"La Mesa",,,,,,,"Visit www.heally420.com, La Mesa, CA 91941",,,,,"(650) 300-4334",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11033,square_IMG_0583.JPG,,,,"United States>California>La Mesa","MMJ Doctors",
11034,"Organic Medirex Consultations",,http://kushy.net/business/organic-medirex-consultations/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_OMC_Logo_1.jpg,,,,,,,,,34.165338,-118.3787793,"11335 W Magnolia Blvd #2d, North Hollywood, CA 91601, USA",11335,"West Magnolia Boulevard","Los Angeles",CA,California,91601,US,"United States",1,"11335 Magnolia Blvd. Suite 2D, North Hollywood, CA 91601",,,,,"(818) 505-8805",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_OMC_Logo_1.jpg,square_OMC_Logo_1.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_OMC_Logo_1.jpg,11035,square_OMC_Logo_1.jpg,,,,"United States>California>Hollywood|United States>California>North Hollywood","MMJ Doctors",
11036,"420Recs.com- Van Nuys (100% Online)",,http://kushy.net/business/420recs-com-van-nuys-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,"Van Nuys",,,,,,,"420recs.com, Van Nuys, ca 91401",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11037,square_420recs_new.png,,,,"United States>California>Van Nuys","MMJ Doctors",
11040,"420Recs.com- Lancaster (100% Online)",,http://kushy.net/business/420recs-com-lancaster-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Lancaster,,,,,,,"420recs.com, Lancaster, ca 93534",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11041,square_420recs_new.png,,,,"United States>California","MMJ Doctors",
11042,420evaluationsonline-Covina,,http://kushy.net/business/420evaluationsonline-covina/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,Covina,,,,,,,"420evaluationsonline.com, Covina, CA 91722",,,,,949-336-2602,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,11043,square_1__2_.png,,,,"United States>California>Covina","MMJ Doctors",
11044,"MMJRecs (100% Online!)",,http://kushy.net/business/mmjrecs-100-online-4/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_LeaflyMMJ.jpg,,,,,,,,,,,,,,"San Diego",,,,,,,"mmjrecs.com, San Diego, CA 00000",,,,,8444665732,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_LeaflyMMJ.jpg,square_LeaflyMMJ.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_LeaflyMMJ.jpg,11045,square_LeaflyMMJ.jpg,,,,"United States>California","MMJ Doctors",
11046,"Santa Ana Marijuana Doctor",,http://kushy.net/business/santa-ana-marijuana-doctor/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_doctor.jpg,,,,,,,,,33.7595805,-117.8447515,"1626 17th St, Santa Ana, CA 92705, USA",1626,"17th Street","Santa Ana",CA,California,92705,US,"United States",1,"1626 E. 17th, Santa Ana, CA 92705",,,,,800-714-4852,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_doctor.jpg,square_doctor.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_doctor.jpg,11047,square_doctor.jpg,,,,"United States>California>Santa Ana","MMJ Doctors",
11048,"420Recs.com- Modesto (100% Online)",,http://kushy.net/business/420recs-com-modesto-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Modesto,,,,,,,"420recs.com, Modesto, ca 95350",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11049,square_420recs_new.png,,,,"United States>California","MMJ Doctors",
11052,"Central Coast Medical Recommendations",,http://kushy.net/business/central-coast-medical-recommendations/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_asdf.png,,,,,,,,,35.1250967,-120.5756177,"405 E Branch St #100, Arroyo Grande, CA 93420, USA",405,"East Branch Street","Arroyo Grande",CA,California,93420,US,"United States",1,"405 E. Branch Street Ste. 100, Arroyo Grande, California 93420",,,,,805-481-1181,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_asdf.png,square_asdf.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_asdf.png,11053,square_asdf.png,,,,"United States>California","MMJ Doctors",
11054,"420Recs.com- San Bernardino (100% Online)",,http://kushy.net/business/420recs-com-san-bernardino-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,"San Bernardino",,,,,,,"420recs.com, San Bernardino, ca 92401",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11055,square_420recs_new.png,,,,"United States>California>San Bernardino","MMJ Doctors",
11056,420EvaluationsOnline-Corona,,http://kushy.net/business/420evaluationsonline-corona/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__1_.png,,,,,,,,,,,,,,Corona,,,,,,,"420evaluationsonline.com, Corona, CA 92879",,,,,949-336-2602,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__1_.png,square_1__1_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__1_.png,11057,square_1__1_.png,,,,"United States>California","MMJ Doctors",
11058,"420EvaluationsOnline-Palm Springs",,http://kushy.net/business/420evaluationsonline-palm-springs/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,"Palm Springs",,,,,,,"420evaluationsonline.com, Palm Springs, CA 92263",,,,,"(949) 336-2607",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,11059,square_1__2_.png,,,,"United States>California","MMJ Doctors",
11060,Heally-Online,,http://kushy.net/business/heally-online-16/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,Bakersfield,,,,,,,"Visit www.heally420.com, Bakersfield, CA 93301",,,,,"(650) 300-4334",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11061,square_IMG_0583.JPG,,,,"United States>California>Bakersfield","MMJ Doctors",
11062,Heally-Online,,http://kushy.net/business/heally-online-17/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,,,,,,,,,,,,,,Monterey,,,,,,,"Visit www.heally420.com, Monterey, CA 93942",,,,,650-300-4334,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_IMG_0583.JPG,square_IMG_0583.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_IMG_0583.JPG,11063,square_IMG_0583.JPG,,,,"United States>California>Monterey","MMJ Doctors",
11066,"420Recs.com- Northridge (100% Online)",,http://kushy.net/business/420recs-com-northridge-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Northridge,,,,,,,"420recs.com, Northridge, ca 91324",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11067,square_420recs_new.png,,,,"United States>California>Northridge / Chatsworth / Reseda","MMJ Doctors",
11068,"420EvaluationsOnline-Moreno Valley",,http://kushy.net/business/420evaluationsonline-moreno-valley/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,"Moreno Valley",,,,,,,"420evaluationsonline.com, Moreno Valley, CA 92551",,,,,949-336-2602,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,11069,square_1__2_.png,,,,"United States>California>Moreno Valley","MMJ Doctors",
11070,"420EvaluationsOnline-East LA",,http://kushy.net/business/420evaluationsonline-east-la/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,"East La",,,,,,,"420evaluationsonline.com, East La, CA 90022",,,,,949-336-2602,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,11071,square_1__2_.png,,,,"United States>California","MMJ Doctors",
11072,420EvaluationsOnline-Inglewood,,http://kushy.net/business/420evaluationsonline-inglewood/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,,,,,,,,,,,,,,Inglewood,,,,,,,"420evaluationsonline.com, Inglewood, CA 90301",,,,,949-336-2602,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_1__2_.png,square_1__2_.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_1__2_.png,11073,square_1__2_.png,,,,"United States>California>Inglewood / Hawthorne / Crenshaw / Leimert Park","MMJ Doctors",
11074,"Total Herbal Consultation (Topanga Canyon)",,http://kushy.net/business/total-herbal-consultation-topanga-canyon/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_totalherballogo1.png,,,,,,,,,34.1786843,-118.6056521,"5985 Topanga Canyon Blvd, Woodland Hills, CA 91367, USA",5985,"Topanga Canyon Boulevard","Los Angeles",CA,California,91367,US,"United States",1,"5985 Topanga Canyon Blvd., Woodland Hills, CA 91367",,,,,"(818) 888-7162",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_totalherballogo1.png,square_totalherballogo1.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_totalherballogo1.png,11075,square_totalherballogo1.png,,,,"United States>California>Woodland Hills / Tarzana / Canoga Park","MMJ Doctors",
11076,"David M. Lucero M.D. Inc.",,http://kushy.net/business/david-m-lucero-m-d-inc/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_DMHLogo.png,,,,,,,,,,,,,,Oceanside,,,,,,,"Corner of Larchwood Dr. & El Secrito (call for address), Oceanside, CA 92056",,,,,"(760) 659-6533",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_DMHLogo.png,square_DMHLogo.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_DMHLogo.png,11077,square_DMHLogo.png,,,,"United States>California>Oceanside","MMJ Doctors",
11078,"420Recs.com- San Jose (100% Online)",,http://kushy.net/business/420recs-com-san-jose-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,"San Jose",,,,,,,"420recs.com, San Jose, ca 95101",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11079,square_420recs_new.png,,,,"United States>California>San Jose","MMJ Doctors",
11080,"420Recs.com- Western Ave (100% Online)",,http://kushy.net/business/420recs-com-western-ave-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,"West Los Angeles",,,,,,,"420recs.com, West Los Angeles, ca 90025",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11081,square_420recs_new.png,,,,"United States>California","MMJ Doctors",
11082,"RiseUpMD.com (100% Online)",,http://kushy.net/business/riseupmd-com-100-online-14/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,,,,,,,,,,,,,,Oakland,,,,,,,"Go to our website, Oakland, CA 94601",,,,,riseupmd.com,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,square_riseupmd_logo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_riseupmd_logo.jpg,11083,square_riseupmd_logo.jpg,,,,"United States>California","MMJ Doctors",
11084,"420Recs.com- Visalia (100% Online)",,http://kushy.net/business/420recs-com-visalia-100-online/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,,,,,,,,,,,,,,Visalia,,,,,,,"420recs.com, Visalia, ca 93277",,,,,888-445-2807,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420recs_new.png,square_420recs_new.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420recs_new.png,11085,square_420recs_new.png,,,,"United States>California>Visalia","MMJ Doctors",
